datetime,batch,epoch,train_loss,val_loss
2023-10-31 15:22:58.132403,26,85,0.8859020471572876,0.4973312161035008
2023-10-31 15:23:22.416220,26,86,0.9881485104560852,0.49650948743025464
2023-10-31 15:23:46.615239,26,87,0.7132732272148132,0.48555118756161797
2023-10-31 15:24:10.700397,26,88,0.22733941674232483,0.4997318709890048
2023-10-31 15:24:34.927530,26,89,0.18848296999931335,0.4873091263903512
2023-10-31 15:24:59.032327,26,90,0.6304621696472168,0.487014083398713
2023-10-31 15:25:23.286527,26,91,0.9457997679710388,0.48240268064869773
2023-10-31 15:25:47.620322,26,92,0.5212230682373047,0.5019198920991685
2023-10-31 15:26:11.872762,26,93,0.12056191265583038,0.47502291864818996
2023-10-31 15:26:36.303677,26,94,0.1975918710231781,0.48743801398409736
2023-10-31 15:27:00.570966,26,95,0.6874405145645142,0.49831850123074317
2023-10-31 15:27:24.838316,26,96,0.6633014678955078,0.4876336322890388
2023-10-31 15:27:49.108804,26,97,0.49312907457351685,0.4770559159417947
2023-10-31 15:28:13.320502,26,98,0.8050405383110046,0.5006806581384606
